Medical School Name,Country,City Name
UNIVERSIDAD AMAZÓNICA DE PANDO ÁREA DE CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),Cobija
UNIVERSIDAD AUTÓNOMA DEL BENI 'JOSÉ BALLIVIÁN' FACULTAD CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),Trinidad
UNIVERSIDAD AUTÓNOMA GABRIEL RENÉ MORENO FACULTAD DE CIENCIAS DE LA SALUD HUMANA,Bolivia (Plurinational State of),Santa Cruz de la Sierra
UNIVERSIDAD AUTÓNOMA GABRIEL RENÉ MORENO FACULTAD INTEGRAL DEL NORTE,Bolivia (Plurinational State of),Montero
UNIVERSIDAD AUTÓNOMA JUAN MISAEL SARACHO FACULTAD DE CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),Tarija
UNIVERSIDAD AUTÓNOMA TOMÁS FRÍAS FACULTAD DE MEDICINA,Bolivia (Plurinational State of),Potosi
UNIVERSIDAD BOLIVIANA DE INFORMÁTICA,Bolivia (Plurinational State of),Sucre
UNIVERSIDAD CATÓLICA BOLIVIANA SAN PABLO FACULTAD DE MEDICINA,Bolivia (Plurinational State of),Santa Cruz
UNIVERSIDAD CENTRAL (UNICEN) SEDE CENTRAL,Bolivia (Plurinational State of),Cochabamba
UNIVERSIDAD CENTRAL (UNICEN) SUBSEDE LA PAZ,Bolivia (Plurinational State of),La Paz
UNIVERSIDAD CRISTIANA DE BOLIVIA (UCEBOL),Bolivia (Plurinational State of),Santa Cruz
"UNIVERSIDAD DE AQUINO BOLIVIA FACULTAD DE CIENCIAS DE LA SALUD, SEDE COCHABAMBA",Bolivia (Plurinational State of),Cochabamba
"UNIVERSIDAD DE AQUINO BOLIVIA FACULTAD DE CIENCIAS DE LA SALUD, SEDE LA PAZ",Bolivia (Plurinational State of),La Paz
"UNIVERSIDAD DE AQUINO BOLIVIA FACULTAD DE CIENCIAS DE LA SALUD, SEDE ORURO",Bolivia (Plurinational State of),Oruro
"UNIVERSIDAD DE AQUINO BOLIVIA FACULTAD DE CIENCIAS DE LA SALUD, SEDE SANTA CRUZ",Bolivia (Plurinational State of),Santa Cruz
UNIVERSIDAD DEL ALTIPLANO FACULTAD DE MEDICINA,Bolivia (Plurinational State of),Oruro
"UNIVERSIDAD IBEROAMERICANA, LA PAZ FACULTAD DE MEDICINA",Bolivia (Plurinational State of),La Paz
UNIVERSIDAD LATINOAMERICANA FACULTAD EN CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),Cochabamba
UNIVERSIDAD MAYOR DE SAN ANDRÉS FACULTAD DE MEDICINA,Bolivia (Plurinational State of),La Paz
UNIVERSIDAD MAYOR DE SAN SIMÓN FACULTAD DE MEDICINA,Bolivia (Plurinational State of),Cochabamba
"UNIVERSIDAD MAYOR, REAL Y PONTIFICIA DE SAN FRANCISCO XAVIER DE CHUQUISACA FACULTAD DE MEDICINA",Bolivia (Plurinational State of),Sucre
UNIVERSIDAD NACIONAL 'SIGLO XX' ÁREA DE LA SALUD,Bolivia (Plurinational State of),Llallagua
UNIVERSIDAD NACIONAL DEL ORIENTE,Bolivia (Plurinational State of),Santa Cruz de la Sierra
UNIVERSIDAD NACIONAL ECOLOGICA (UNE),Bolivia (Plurinational State of),Santa Cruz de la Sierra
UNIVERSIDAD NUESTRA SEÑORA DE LA PAZ FACULTAD DE MEDICINA,Bolivia (Plurinational State of),La Paz
UNIVERSIDAD PRIVADA ABIERTA LATINOAMERICANA SEDE COCHABAMBA ESCUELA DE MEDICINA,Bolivia (Plurinational State of),Cochabamba
UNIVERSIDAD PRIVADA ABIERTA LATINOAMERICANA SUBSEDE ORURO,Bolivia (Plurinational State of),Oruro
UNIVERSIDAD PRIVADA DE ORURO,Bolivia (Plurinational State of),Oruro
UNIVERSIDAD PRIVADA DEL VALLE FACULTAD DE CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),Cochabamba
UNIVERSIDAD PRIVADA DEL VALLE SUBSEDE LA PAZ FACULTAD DE CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),La Paz
"UNIVERSIDAD PRIVADA FRANZ TAMAYO FACULTAD DE CIENCIAS DE LA SALUD, COCHABAMBA",Bolivia (Plurinational State of),Cochabamba
"UNIVERSIDAD PRIVADA FRANZ TAMAYO FACULTAD DE CIENCIAS DE LA SALUD, EL ALTO",Bolivia (Plurinational State of),El Alto
"UNIVERSIDAD PRIVADA FRANZ TAMAYO FACULTAD DE CIENCIAS DE LA SALUD, LA PAZ",Bolivia (Plurinational State of),La Paz
"UNIVERSIDAD PRIVADA FRANZ TAMAYO FACULTAD DE CIENCIAS DE LA SALUD, SANTA CRUZ",Bolivia (Plurinational State of),Santa Cruz
UNIVERSIDAD PÚBLICA DE EL ALTO ÁREA DE CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),El Alto
UNIVERSIDAD TÉCNICA DE ORURO FACULTAD DE CIENCIAS DE LA SALUD,Bolivia (Plurinational State of),Oruro
UNIVERSIDAD TÉCNICA PRIVADA COSMOS FACULTAD CIENCIAS DE LA SALUD COCHABAMBA,Bolivia (Plurinational State of),Cochabamba
UNIVERSIDAD TÉCNICA PRIVADA COSMOS SUBSEDE COBIJA,Bolivia (Plurinational State of),Cobija
UNIVERSIDAD TÉCNICA PRIVADA COSMOS SUBSEDE EL ALTO,Bolivia (Plurinational State of),El Alto
UNIVERSIDAD TÉCNICA PRIVADA COSMOS SUBSEDE PROVINCIA GERMÁN BUSCH,Bolivia (Plurinational State of),Puerto Quijarro
INTERNATIONAL UNIVERSITY SCHOOL OF MEDICINE,Bonaire,Kralendijk
AMERICAN NORTHWEST UNIVERSITY SCHOOL OF MEDICINE,Bosnia and Herzegovina,Travnik
INTERNATIONAL UNIVERSITY OF GORAŽDE FACULTY OF HEALTH SCIENCES,Bosnia and Herzegovina,Gorazde
"SARAJEVO MEDICAL SCHOOL, SARAJEVO SCHOOL OF SCIENCE AND TECHNOLOGY",Bosnia and Herzegovina,Sarajevo
UNIVERSITY OF BANJA LUKA FACULTY OF MEDICINE,Bosnia and Herzegovina,Banja Luka
UNIVERSITY OF EAST SARAJEVO FACULTY OF MEDICINE,Bosnia and Herzegovina,Foca
UNIVERSITY OF MOSTAR FACULTY OF MEDICINE,Bosnia and Herzegovina,Mostar
UNIVERSITY OF SARAJEVO FACULTY OF MEDICINE,Bosnia and Herzegovina,Sarajevo
UNIVERSITY OF TUZLA FACULTY OF MEDICINE,Bosnia and Herzegovina,Tuzla
UNIVERSITY OF BOTSWANA SCHOOL OF MEDICINE,Botswana,Gaborone
ACADEMIA MILITAR DE MEDICINA FACULDADE DE MEDICINA,Brazil,Rio de Janeiro
CENTRO UNIVERSITÁRIO ALFREDO NASSER,Brazil,Aparecida de Goiania
CENTRO UNIVERSITÁRIO ATENAS (UNIATENAS),Brazil,Paracatu
CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ (CUBM),Brazil,Ribeirão Preto
CENTRO UNIVERSITÁRIO CAMPO REAL,Brazil,Guarapuava
"CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM (UNISALESIANO), CAMPUS ARAÇATUBA",Brazil,Araçatuba
CENTRO UNIVERSITÁRIO CESMAC,Brazil,Maceio
CENTRO UNIVERSITÁRIO CEUNI (FAMETRO),Brazil,Manaus
CENTRO UNIVERSITÁRIO CHRISTUS (UNICHRISTUS),Brazil,Fortaleza
CENTRO UNIVERSITÁRIO CLARETIANO (CEUCLAR) RIO CLARO,Brazil,Rio Claro
CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO,Brazil,São João da Boa Vista
CENTRO UNIVERSITÁRIO DE ADAMANTINA (UNIFAI),Brazil,Adamantina
CENTRO UNIVERSITÁRIO DE ANÁPOLIS (UNIEVANGÉLICA),Brazil,Anapolis
CENTRO UNIVERSITÁRIO DE BELO HORIZONTE (UNI-BH),Brazil,Belo Horizonte
CENTRO UNIVERSITÁRIO DE BRASÍLIA (UNICEUB) FACULDADE DE CIÊNCIAS DA EDUCAÇÃO E SAÚDE,Brazil,Brasilia
CENTRO UNIVERSITÁRIO DE CARATINGA (UNEC),Brazil,Caratinga
CENTRO UNIVERSITÁRIO DE GOIATUBA (UNICERRADO),Brazil,Goiatuba
CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),Brazil,João Pessoa
CENTRO UNIVERSITÁRIO DE MARINGÁ (UNICESUMAR),Brazil,Maringa
CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES) CÂMPUS MINEIROS,Brazil,Mineiros
CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES) CÂMPUS TRINDADE,Brazil,Trindade
CENTRO UNIVERSITÁRIO DE PATO BRANCO (UNIDEP),Brazil,Pato Branco
CENTRO UNIVERSITÁRIO DE PATOS,Brazil,Patos
CENTRO UNIVERSITÁRIO DE PATOS DE MINAS (UNIPAM),Brazil,Patos de Minas
CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL (UNIFUNEC),Brazil,Santa Fé do Sul
CENTRO UNIVERSITÁRIO DE VALENÇA (UNIFAA),Brazil,Valença
CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE (UNIVAG),Brazil,Varzea Grande
CENTRO UNIVERSITÁRIO DE VOLTA REDONDA (UNIFOA) ESCOLA DE CIÊNCIAS MÉDICAS DE VOLTA REDONDA,Brazil,Volta Redonda
CENTRO UNIVERSITÁRIO DE VOTUPORANGA (UNIFEV),Brazil,Votuporanga
CENTRO UNIVERSITÁRIO DO ESPIRITO SANTO (UNESC),Brazil,Colatina
CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ (CESUPA),Brazil,Belém
CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,Brazil,Ribeirão Preto
CENTRO UNIVERSITARIO FACISA (UNIFACISA),Brazil,Campina Grande
"CENTRO UNIVERSITÁRIO FAMINAS, MURIAÉ",Brazil,Muriaé
CENTRO UNIVERSITÁRIO GOVERNADOR OZANAM COELHO (UNIFAGOC),Brazil,Uba
CENTRO UNIVERSITÁRIO INGÁ (UNINGÁ),Brazil,Maringa
CENTRO UNIVERSITÁRIO INTA (UNINTA),Brazil,Sobral
CENTRO UNIVERSITÁRIO INTEGRADO,Brazil,Campo Mourão
CENTRO UNIVERSITÁRIO LUSÍADA FACULDADE DE CIÊNCIAS MÉDICAS DE SANTOS,Brazil,Santos
CENTRO UNIVERSITÁRIO MAURICIO DE NASSAU (UNINASSAU),Brazil,Recife
CENTRO UNIVERSITÁRIO MAX PLANCK (UNIMAX),Brazil,Indaiatuba
CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA (UNI-FACEF),Brazil,Franca
CENTRO UNIVERSITÁRIO NILTON LINS (UNINILTONLINS),Brazil,Manaus
CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ (UNIDAVI),Brazil,Rio do Sul
"CENTRO UNIVERSITÁRIO SÃO CAMILO, SÃO PAULO (SCAMILO)",Brazil,São Paulo
CENTRO UNIVERSITÁRIO SÃO LUCAS,Brazil,Porto Velho
CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS (UNIFESO) CENTRO DE CIÊNCIAS DA SAÚDE,Brazil,Teresopolis
CENTRO UNIVERSITÁRIO TIRADENTES,Brazil,Maceio
CENTRO UNIVERSITÁRIO TOCANTINENSE PRESIDENTE ANTÔNIO CARLOS (UNITPAC),Brazil,Araguaina
"CENTRO UNIVERSITÁRIO UNIEURO, CAMPUS ASA SUL",Brazil,Brasília
CENTRO UNIVERSITÁRIO UNIFACIG,Brazil,Manhuaçu
CENTRO UNIVERSITÁRIO UNIFAS,Brazil,Lauro de Freitas
CENTRO UNIVERSITÁRIO UNIFG,Brazil,Guanambi
CENTRO UNIVERSITÁRIO UNINORTE FACULDADE DE MEDICINA RIO BRANCO,Brazil,Rio Branco
"CENTRO UNIVERSITÁRIO UNINOVAFAPI FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLOGIA DO PIAUÍ",Brazil,Teresina
CENTRO UNIVERSITÁRIO UNIREDENTOR,Brazil,Itaperuna
CENTRO UNIVERSITÁRIO UNIRG,Brazil,Gurupi
ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA (EBMSP),Brazil,Salvador
ESCOLA DE MEDICINA ANHEMBI MORUMBI (UAM),Brazil,São Paulo
"ESCOLA DE MEDICINA SOUZA MARQUES (EMSM), FUNDAÇÃO TECNICO EDUCAÇÃO SOUZA MARQUES",Brazil,Rio de Janeiro
ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA FACULDADE DE MEDICINA,Brazil,Vitoria
ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE (ESCS),Brazil,Brasilia
FACULDADE AGES DE MEDICINA,Brazil,Jacobina
FACULDADE ASSIS GURGACZ,Brazil,Cascavel
FACULDADE ATENAS DE PASSOS,Brazil,Passos
FACULDADE ATENAS DE SETE ALGOAS,Brazil,Sete Lagoas
FACULDADE BRASILEIRA MULTIVIX CACHOEIRO DE ITAPEMIRIM,Brazil,Cachoeiro de Itapemirim
FACULDADE BRASILEIRA MULTIVIX VITÓRIA,Brazil,Vitória
FACULDADE CERES (FACERES),Brazil,São José do Rio Preto
FACULDADE DA SAÚDE E ECOLOGIA HUMANA (FASEH),Brazil,Vespasiano
FACULDADE DAS AMÉRICAS (FAM),Brazil,São Paulo
FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL (UNIFACIMED),Brazil,Cacoal
FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA (FACISB),Brazil,Barretos
"FACULDADE DE CIÊNCIAS HUMANAS, EXATAS E DA SAÚDE DO PIAUÍ (FAHESP/IESVAP)",Brazil,Parnaíba
FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA (FCMPB),Brazil,Joao Pessoa
FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO (FCMSCSP),Brazil,São Paulo
FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS (FCMMG),Brazil,Belo Horizonte
FACULDADE DE CIÊNCIAS MÉDICAS DE SÃO JOSÉ DOS CAMPOS (HUMANITAS),Brazil,São José dos Campos
FACULDADE DE CIÊNCIAS MÉDICAS DE TRÊS RIOS,Brazil,Rio de Janeiro
FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA - SUPREMA,Brazil,Juiz de Fora
FACULDADE DE EDUCAÇÃO E CULTURA DE VILHENA (UNESC VILHENA),Brazil,Vilhena
FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA (FESAR),Brazil,Redenção
FACULDADE DE MEDICINA DA SANTA CASA DA MISERICORDIA,Brazil,Rio de Janeiro
"FACULDADE DE MEDICINA DE BAHIA, UNIVERSIDADE FEDERAL DA BAHIA (UFBA)",Brazil,Salvador
FACULDADE DE MEDICINA DE BARBACENA (FAME-FUNJOB),Brazil,Barbacena
FACULDADE DE MEDICINA DE CAMPOS (FMC),Brazil,Campos
"FACULDADE DE MEDICINA DE CATANDUVA, FACULDADES INTEGRADAS PADRE ALBINO (FIPA)",Brazil,Catanduva
FACULDADE DE MEDICINA DE ITAJUBÁ (FMIT),Brazil,Itajuba
FACULDADE DE MEDICINA DE JUNDIAÍ (FMJ),Brazil,Jundiai
FACULDADE DE MEDICINA DE MARÍLIA (FAMEMA),Brazil,Marilia
FACULDADE DE MEDICINA DE OLINDA,Brazil,Olinda
FACULDADE DE MEDICINA DE PETRÓPOLIS / FACULDADE ARTHUR SÁ EARP NETO (FMP/FASE),Brazil,Petropolis
FACULDADE DE MEDICINA DE RIBEIRÃO PRETO (FMRP-USP),Brazil,Ribeirão Preto
FACULDADE DE MEDICINA DE SÃO FRANCISCO DE BARREIRAS (FASB),Brazil,Barreiras
FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO (FAMERP),Brazil,São José do Rio Preto
"FACULDADE DE MEDICINA DO ABC (FMABC), FUNDAÇÃO UNIVERSITÁRIA DO ABC",Brazil,Santo Andre
FACULDADE DE MEDICINA E CIRURGIA DE PERNAMBUCO,Brazil,Recife
FACULDADE DE MEDICINA ESTÁCIO DE ALAGOINHAS,Brazil,Alagoinhas
FACULDADE DE MEDICINA ESTÁCIO DE JARAGUÁ DO SUL,Brazil,Jaraguá do Sul
FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO,Brazil,Juazeiro
FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE (ESTÁCIO FMJ),Brazil,Juazeiro do Norte
FACULDADE DE MEDICINA NOVA ESPERANÇA (FAMENE),Brazil,Joao Pessoa
FACULDADE DE MEDICINA PITÁGORAS DE EUNÁPOLIS,Brazil,Eunápolis​
FACULDADE DE MEDICINA SANTO AGOSTINHO DE ITABUNA (FASA),Brazil,Itabuna
"FACULDADE DE MINAS, BELO HORIZONTE (FAMINAS-BH)",Brazil,Belo Horizonte
FACULDADE DE TECNOLOGICA E CIÊNCIAS (FTC SALVADOR) CURSO DE MEDICINA,Brazil,Salvador
FACULDADE DINÂMICA DO VALE DO PIRANGA (FADIP),Brazil,Ponte Nova
FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ FACULDADE DE MEDICINA,Brazil,Curitiba
"FACULDADE INTEGRADA TIRADENTES, UNIVERSIDADE TIRADENTES",Brazil,Aracaju
"FACULDADE INTEGRAL DIFERENCIAL, PIAUI (FACID)",Brazil,Teresina
FACULDADE ISRAELITA DE CIÊNCIAS DA SAÚDE ALBERT EINSTEIN (FICSAE),Brazil,São Paulo
FACULDADE MERIDIONAL (IMED) ESCOLA DE SAÚDE,Brazil,Passo Fundo
FACULDADE METROPOLITANA DA AMAZÔNIA (FAMAZ),Brazil,Belém
FACULDADE METROPOLITANA PORTO VELHO,Brazil,Porto Velho
FACULDADE METROPOLITANA SÃO CARLOS (FAMESC),Brazil,Bom Jesus do Itabapoana
FACULDADE MORGANA POTRICH (FAMP),Brazil,Mineiros
FACULDADE NOVA ESPERANÇA DE MOSSORÓ,Brazil,Mossoró
FACULDADE PERNAMBUCANA DE SAÚDE (FPS),Brazil,Recife
FACULDADE PRESIDENTE ANTONIO CARLOS (FAPAC),Brazil,Porto Nacional
FACULDADE SANTA MARCELINA (FASM),Brazil,São Paulo
FACULDADE SANTA MARIA (FSM),Brazil,Cajazeiras
"FACULDADE SÃO LEOPOLDO MANDIC, ARARAS",Brazil,Araras
"FACULDADE SÃO LEOPOLDO MANDIC, CAMPINAS",Brazil,Campinas
FACULDADE TIRADENTES DE JABOATÃO DOS GUARARAPES (FITS),Brazil,Jaboatão dos Guararapes
FACULDADES DE DRACENA (UNIFADRA),Brazil,Dracena
FACULDADES INTEGRADAS APARÍCIO CARVALHO (FIMCA),Brazil,Porto Velho
FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL (FACIPLAC),Brazil,Brasilia
FACULDADES INTEGRADAS PADRÃO (FIP GUANAMBI),Brazil,Guanambi
FACULDADES INTEGRADAS PITÁGORAS (FIP-MOC),Brazil,Montes Claros
FACULDADES PEQUENO PRINCIPE (FPP),Brazil,Curitiba
"FACULDADES SANTO AGOSTINHO, VITÓRIA DA CONQUISTA",Brazil,Vitória da Conquista
FUNDAÇÃO EDUCACIONAL DO MUNICÍPIO DE ASSIS,Brazil,Assis
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA (UNIR) NÚCLEO DE SAÚDE,Brazil,Porto Velho
FUNDAÇÃO UNIVERSIDADE NORTE MINEIRA DE ENSINO SUPERIOR FACULDADE DE MEDICINA DO NORTE DE MINAS,Brazil,Montes Claros
INSTITUTO DE CIÊNCIAS DA SAÚDE (ICS/FUNORTE),Brazil,Montes Claros
INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES (IPTAN),Brazil,São João del Rei
INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS (IMEPAC),Brazil,Araguari
INSTITUTO METROPOLITANO DE ENSINO SUPERIOR (IMES),Brazil,Ipatinga
INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS (ITPAC) PALMAS,Brazil,Palmas
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS (PUC-CAMPINAS) FACULDADE DE CIÊNCIAS MÉDICAS,Brazil,Campinas
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC GOIÁS),Brazil,Goiania
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC MINAS) BETIM,Brazil,Betim
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC MINAS) CONTAGEM,Brazil,Contagem
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC MINAS) POÇOS DE CALDAS,Brazil,Poços de Caldas
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUCSP) FACULDADE DE MEDICINA,Brazil,Sorocaba
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ ESCOLA DE MEDICINA, CÂMPUS CURITIBA",Brazil,Curitiba
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ ESCOLA DE MEDICINA, CÂMPUS LONDRINA",Brazil,Londrina
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL (PUCRS) FACULDADE DE MEDICINA,Brazil,Porto Alegre
SOCIEDADE EDUCACIONAL PAULO VI FACULDADE DE MEDICINA,Brazil,Campo Grande
UNIÃO DAS FACULDADES DOS GRANDES LAGOS,Brazil,São José do Rio Preto
UNIVÁS FACULDADE DE CIÊNCIAS DA SAÚDE DR. JOSÉ ANTÔNIO GARCIA COUTINHO,Brazil,Pouso Alegre
UNIVERSIDADE ALTO VALE DO RIO DO PEIXE (UNIARP),Brazil,Caçador
UNIVERSIDADE ANHANGUERA (UNIDERP),Brazil,Campo Grande
UNIVERSIDADE ANHEMBI-MORUMBI (UAM) PIRACICABA,Brazil,Piracicaba
UNIVERSIDADE ANHEMBI-MORUMBI (UAM) SÃO JOSÉ DOS CAMPOS,Brazil,São José dos Campos
UNIVERSIDADE BRASIL,Brazil,Fernandopolis
UNIVERSIDADE CATÓLICA DE BRASÍLIA (UCB),Brazil,Taguatinga
UNIVERSIDADE CATÓLICA DE PELOTAS (UCPEL) FACULDADE DE MEDICINA,Brazil,Pelotas
UNIVERSIDADE CATÓLICA DE PERNAMBUCO (UNICAP),Brazil,Recife
"UNIVERSIDADE CEUMA, CAMPUS IMPERATRIZ",Brazil,Imperatriz
"UNIVERSIDADE CEUMA, CAMPUS RENASCENÇA SÃO LUÍS",Brazil,São Luís
UNIVERSIDADE CIDADE DE SÃO PAULO (UNICID) FACULDADE DE MEDICINA,Brazil,São Paulo
UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ (UNOCHAPECÓ),Brazil,Chapeco
UNIVERSIDADE DA REGIÃO DE JOINVILLE (UNIVILLE),Brazil,Joinville
UNIVERSIDADE DE ARARAQUARA (UNIARA),Brazil,Araraquara
UNIVERSIDADE DE BRASÍLIA (UNB) FACULDADE DE MEDICINA,Brazil,Brasilia
UNIVERSIDADE DE BRUSQUE (UNIFEBE),Brazil,Brusque
UNIVERSIDADE DE CAXIAS DO SUL (UCS) FACULDADE DE MEDICINA,Brazil,Caxias do Sul
UNIVERSIDADE DE CUIABÁ (UNIC) FACULDADE DE MEDICINA,Brazil,Cuiaba
UNIVERSIDADE DE FORTALEZA (UNIFOR),Brazil,Fortaleza
UNIVERSIDADE DE FRANCA (UNIFRAN),Brazil,Franca
UNIVERSIDADE DE ITAÚNA (UIT),Brazil,Itauna
UNIVERSIDADE DE MARÍLIA (UNIMAR) FACULDADE DE MEDICINA E ENFERMAGEM,Brazil,Marilia
UNIVERSIDADE DE MOGI DAS CRUZES (UMC) FACULDADE DE MEDICINA,Brazil,Mogi Das Cruzes
UNIVERSIDADE DE PASSO FUNDO (UPF) FACULDADE DE MEDICINA,Brazil,Passo Fundo
"UNIVERSIDADE DE PERNAMBUCO (UPE), CAMPUS GARANHUNS",Brazil,Garanhuns
"UNIVERSIDADE DE PERNAMBUCO (UPE), CAMPUS SANTO AMARO",Brazil,Recife
"UNIVERSIDADE DE PERNAMBUCO (UPE), CAMPUS SERRA TALHADA",Brazil,Serra Talhada
UNIVERSIDADE DE RIBEIRÃO PRETO FACULDADE DE MEDICINA GUARUJÁ,Brazil,Guarujá
UNIVERSIDADE DE RIBEIRÃO PRETO FACULDADE DE MEDICINA RIBEIRÃO PRETO,Brazil,Ribeirão Preto
"UNIVERSIDADE DE RIO VERDE (UNIRV), CAMPUS APARECIDA DE GOIÂNIA",Brazil,Aparecida de Goiania
"UNIVERSIDADE DE RIO VERDE (UNIRV), CAMPUS FORMOSA",Brazil,Formosa
"UNIVERSIDADE DE RIO VERDE (UNIRV), CAMPUS GOIANÉSIA",Brazil,Goianésia
"UNIVERSIDADE DE RIO VERDE (UNIRV), CAMPUS RIO VERDE",Brazil,Rio Verde
UNIVERSIDADE DE SANTA CRUZ DO SUL (UNISC),Brazil,Santa Cruz do Sul
UNIVERSIDADE DE SANTO AMARO (UNISA) FACULDADE DE MEDICINA,Brazil,São Paulo
UNIVERSIDADE DE SÃO PAULO FACULDADE DE MEDICINA SÃO PAULO (FMSP-USP),Brazil,Sao Paulo
UNIVERSIDADE DE TAUBATÉ (UNITAU) FACULDADE DE MEDICINA,Brazil,Taubate
UNIVERSIDADE DE UBERABA (UNIUBE) FACULDADE DE MEDICINA,Brazil,Uberaba
UNIVERSIDADE DE VASSOURAS FACULDADE DE MEDICINA,Brazil,Centro Vassouras
UNIVERSIDADE DO CONTESTADO (UNC),Brazil,Mafra
UNIVERSIDADE DO ESTADO DA BAHIA (UNEB),Brazil,Salvador
UNIVERSIDADE DO ESTADO DE MATO GROSSO (UNEMAT),Brazil,Caceres
UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG),Brazil,Passos
UNIVERSIDADE DO ESTADO DO AMAZONAS (UEA) ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE,Brazil,Manaus
UNIVERSIDADE DO ESTADO DO PARÁ FACULDADE DE MEDICINA BELÉM,Brazil,Belém
UNIVERSIDADE DO ESTADO DO PARÁ FACULDADE DE MEDICINA SANTARÉM,Brazil,Santarem
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ) FACULDADE DE CIÊNCIAS MÉDICAS,Brazil,Rio de Janeiro
UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN) FACULDADE DE CIÊNCIAS DA SAÚDE,Brazil,Mossoro
UNIVERSIDADE DO EXTREMO SUL CATARINENSE (UNESC/RCT),Brazil,Criciuma
UNIVERSIDADE DO OESTE DE SANTA CATARINA (UNOESC),Brazil,Joacaba
UNIVERSIDADE DO OESTE PAULISTA (UNOESTE) GUARUJÁ,Brazil,Guarujá
UNIVERSIDADE DO OESTE PAULISTA (UNOESTE) JAÚ,Brazil,Jaú
UNIVERSIDADE DO OESTE PAULISTA (UNOESTE) PRESIDENTE PRUDENTE,Brazil,Presidente Prudente
UNIVERSIDADE DO PLANALTO CATARINENSE (UNIPLAC),Brazil,Lages
UNIVERSIDADE DO SUL DE SANTA CATARINA (UNISUL) PALHOÇA,Brazil,Palhoca
UNIVERSIDADE DO SUL DE SANTA CATARINA (UNISUL) TUBARÃO,Brazil,Tubarao
UNIVERSIDADE DO VALE DO ITAJAÍ (UNIVALI),Brazil,Itajai
